"Name","House","Expansion – #","Aerc Score","Amber Control","Expected Amber","Aember Protection","Artifact Control","Creature Control","Effective Power","Efficiency","Disruption","House Cheating","Other","Raw Amber","Power","Armor","Wins","Losses","SAS traits","Synergies","Traits","Text","Flavor Text"
"Exhume","Dis","AGE_OF_ASCENSION – 059","3","0","1","0","0","0","0","2","0","0","0","1","0","0","14873","13698","[object Object]","shufflesDiscard – -1 – anyHouse","","Play: Choose a creature in your discard pile. You may play that creature as if it belonged to the active house and was in your hand.",""
"Gateway to Dis","Dis","CALL_OF_THE_ARCHONS – 059","2","0","0","0","0","3","0","-1","0","0","0","0","0","0","28550","25177","[object Object] | [object Object] | [object Object]","lowTotalCreaturePower – 3 – anyHouse | destroysEnemyCreatures – -1 – anyHouse | highTotalCreaturePower – -3 – anyHouse","","Play: Destroy each creature. Gain 3 chains.",""
"Gongoozle","Dis","CALL_OF_THE_ARCHONS – 060 | AGE_OF_ASCENSION – 073","2.25","0","1","0","0","0.75","0","0","0.5","0","0","1","0","0","16631","14563","[object Object]","","","Play: Deal 3<D> to a creature. If it is not destroyed, its owner discards a random card from their hand.","“Just trying to understand these...’things’ gives me a headache.”"
"Gub","Dis","AGE_OF_ASCENSION – 060","1","0","0","0","0","0","6","0","0","0","0","0","1","0","11914","12618","[object Object]","highCreatureCount – 1 – house","Demon","While Gub is not on a flank, it gets +5 power and gains taunt.","Don’t go into the light."
"Guilty Hearts","Dis","CALL_OF_THE_ARCHONS – 061","1.5","0","1","0","0","0.5","0","0","0","0","0","1","0","0","3075","2829","","capturesAmberOnEnemies – 3 – anyHouse | capturesAmber – -3 – anyHouse","","Play: Destroy each creature with any <A> on it.","C’mon, take it. You know you want to."
"Lash of Broken Dreams","Dis","CALL_OF_THE_ARCHONS – 075 | AGE_OF_ASCENSION – 061","2.5","2.5","0","0","0","0","0","0","0","0","0","0","0","0","33600","31126","[object Object] | [object Object]","","Weapon","Action: Keys cost +3A during your opponent’s next turn.","“At first, I thought that nothingcould harm an Archon.”– Captain Val Jericho"
"Hand of Dis","Dis","CALL_OF_THE_ARCHONS – 062","1","0","0","0","0","1","0","0","0","0","0","0","0","0","23942","22566","[object Object]","returnsEnemyCreaturesToHand – 1 – anyHouse | destroysEnemyCreatures – -2 – anyHouse | highTotalCreaturePower – -2 – anyHouse","","Play: Destroy a creature that is not on a flank.","“Let me give you a hand...”"
"Misery Exploit","Dis","AGE_OF_ASCENSION – 062","1","0","1","0","0","0","0","0","0","0","0","0","0","0","11258","12084","","damagesAllEnemies – 3 – anyHouse | damagesMultipleEnemies – 2 – anyHouse","","Play: Gain 1A for each damaged enemy creature.",""
"Hecatomb","Dis","CALL_OF_THE_ARCHONS – 063 | AGE_OF_ASCENSION – 092","1.5","0","1","0","0","0.5","0","0","0","0","0","1","0","0","4606","4183","","goodDestroyed – 2 – house","","Play: Destroy each Dis creature. Each player gains 1<A> for each creature they controlled that was destroyed this way.",""
"Not Finished with You","Dis","AGE_OF_ASCENSION – 063","1.25","0","1","0","0","0","0","0.25","0","0","0","1","0","0","11791","12601","","","","Play: Shuffle any number of creatures from your discard pile into your deck.",""
"Tendrils of Pain","Dis","CALL_OF_THE_ARCHONS – 064","1.5","0","1","0","0","0.5","0","0","0","0","0","1","0","0","10058","9225","[object Object] | [object Object] | [object Object] | [object Object]","highTotalArmor – 2 – anyHouse","","Play: Deal 1<D> to each creature. Deal an additional 3<D> to each creature if your opponent forged a key on their previous turn.",""
"Streke","Dis","AGE_OF_ASCENSION – 065","1.7999999999999998","0","0","0","0","0","4","0","1","0","0","0","2","0","12628","12978","[object Object] | [object Object]","highCreatureCount – 2 – house | protectsCreatures – 1 – anyHouse","Imp","Elusive. (The first time this creature is attacked each turn, no damage is dealt.)While Streke is not on a flank, your opponent refills their hand to 1 less card during their “draw cards” step.",""
"Key Hammer","Dis","CALL_OF_THE_ARCHONS – 066","0.5","0.25","0.25","0","0","0","0","0","0","0","0","1","0","0","7911","7730","","increasesKeyCost – 3 – anyHouse | stealsAmber – 2 – house | capturesAmber – 1 – house","","Play: If your opponent forged a key on their previous turn, unforge it. Your opponent gains 6<A>. ","What time is it?"
"Tezmal","Dis","AGE_OF_ASCENSION – 066","1.7999999999999998","0","0","0","0","0","4","0","1","0","0","0","2","0","12178","12649","[object Object] | [object Object]","controlsHouseChoice – 3 – anyHouse | revealsHand – 3 – anyHouse | returnsEnemyCreaturesToHand – 2 – anyHouse | protectsCreatures – 1 – anyHouse","Imp","Elusive. (The first time this creature is attacked each turn, no damage is dealt.)Reap: Choose a house. Your opponent cannot choose that house as their active house on their next turn.",""
"Mind Barb","Dis","CALL_OF_THE_ARCHONS – 067","2","0","1","0","0","0","0","0","1","0","0","1","0","0","28211","24809","","","","Play: Your opponent discards a random card from their hand.",""
"Unlocked Gateway","Dis","AGE_OF_ASCENSION – 067","1","0","0","0","0","1","0","0","0","0","0","0","0","0","12649","12795","[object Object] | [object Object] | [object Object]","lowTotalCreaturePower – 3 – anyHouse | destroysEnemyCreatures – -1 – anyHouse | highTotalCreaturePower – -3 – anyHouse | omega – -3 – house","","Omega. (After you play this card,end this step.)Play: Destroy each creature.","“Well, just lock it again!”– Quixo the ”Adventurer”"
"Pandemonium","Dis","CALL_OF_THE_ARCHONS – 068 | AGE_OF_ASCENSION – 079","1.5","0.5","1","0","0","0","0","0","0","0","0","1","0","0","14169","13311","[object Object] | [object Object]","highCreatureCount – 2 – anyHouse | heals – 1 – anyHouse","","Play: Each undamaged creature captures 1<A> from its opponent. ",""
"Yurk","Dis","AGE_OF_ASCENSION – 068","1.7999999999999998","0","0","0","0","0","4","1","0","0","0","0","4","0","12510","12951","[object Object] | [object Object]","","Demon","Play: Choose and discard a card from your hand.","“They aren’t that bad if you can pay their price.” – Iona, Demonologist"
"Poltergeist","Dis","CALL_OF_THE_ARCHONS – 069 | AGE_OF_ASCENSION – 080","2.5","0","1","0","1.5","0","0","0","0","0","0","1","0","0","16821","14799","[object Object]","destroysEnemyArtifacts – -2 – anyHouse","","Play: Use an artifact controlled by any player as if it were yours. Destroy that artifact.",""
"Angwish","Dis","AGE_OF_ASCENSION – 069","2.5","1.5","0","0","0","0","6","0","0","0","0","0","6","0","5281","5184","[object Object]","protectsCreatures – 2 – anyHouse | damagesFriendlyCreatures – 1 – anyHouse","Demon","For each damage on Angwish,your opponent’s keys cost +1A.","“The more it hurts, the more it shares its pain.What a beautiful monster.”– Miss ”Onyx” Censorius"
"Red-Hot Armor","Dis","CALL_OF_THE_ARCHONS – 070 | AGE_OF_ASCENSION – 101","1.5","0","1","0","0","0.5","0","0","0","0","0","1","0","0","4310","4013","","","","Play: Each enemy creature with armor loses all of its armor until the end of the turn and is dealt 1<D> for each point of armor it lost this way.",""
"Bloodshard Imp","Dis","AGE_OF_ASCENSION – 070","0.8500000000000001","0","0","0","0","0.25","2","0","0","0","0","0","2","0","4418","4955","","lowCreatureCount – 3 – anyHouse | sacrificesCreatures – 2 – anyHouse | goodReap – -1 – anyHouse | highCreatureCount – -2 – anyHouse","Imp","After a creature reaps, its controller must sacrifice it.",""
"Three Fates","Dis","CALL_OF_THE_ARCHONS – 071 | AGE_OF_ASCENSION – 086","3","0","1","0","0","2","0","0","0","0","0","1","0","0","18268","15621","[object Object] | [object Object]","lowTotalCreaturePower – 2 – anyHouse | power5OrHigherCreatures – -3 – anyHouse","","Play: Destroy the 3 most powerful creatures. ","“Destitution. Dereliction. Defenestration.”"
"Bronze Key Imp","Dis","AGE_OF_ASCENSION – 071","1.3","0.5","0","0","0","0","4","0","0","0","0","0","2","0","1580","1656","[object Object]","","Imp","Elusive. (The first time this creature is attacked each turn, no damage is dealt.)Players cannot forge their first key.",""
"Annihilation Ritual ","Dis","CALL_OF_THE_ARCHONS – 072","1","0","1","0","0","0","0","0","0","0","0","1","0","0","2662","2591","[object Object]","returnsCreaturesFromDiscard – -1 – anyHouse","Power","When a creature would enter a discard pile from play, it is purged instead.",""
"Gold Key Imp","Dis","AGE_OF_ASCENSION – 072","0.8","0","0","0","0","0","4","0","0","0","0","0","2","0","1515","1714","[object Object]","","Imp","Elusive. (The first time this creature is attacked each turn, no damage is dealt.)Players cannot forge their third key.",""
"Dominator Bauble","Dis","CALL_OF_THE_ARCHONS – 073","1","0","0","0","0","0","0","0","0","1","0","0","0","0","26406","23944","[object Object] | [object Object]","goodReap – 2 – outOfHouse | goodAction – 2 – outOfHouse","Item","Action: Use a friendly creature.","“I know I shouldn’t’a nicked it, but ‘twere so…shiny. –Noddy the Thief"
"Hysteria","Dis","CALL_OF_THE_ARCHONS – 065 | AGE_OF_ASCENSION – 074","3","0","0","0","0","1.5","0","0","1.5","0","0","0","0","0","15372","14176","[object Object] | [object Object]","goodPlay – 2 – house","","Play: Return each creature to its owner’s hand.","“Help! I can’t stop this feeling!”"
"Key to Dis","Dis","CALL_OF_THE_ARCHONS – 074 | AGE_OF_ASCENSION – 093","3","0","0","0","0","3","0","0","0","0","0","0","0","0","6028","5132","[object Object] | [object Object] | [object Object]","lowTotalCreaturePower – 2 – anyHouse | highTotalCreaturePower – -3 – anyHouse","Item","Omni: Sacrifice Key to Dis. Destroy each creature.",""
"Library of the Damned","Dis","CALL_OF_THE_ARCHONS – 076 | AGE_OF_ASCENSION – 075","1.5","0","0","0","0","0","0","1.5","0","0","0","0","0","0","15134","14052","[object Object] | [object Object]","","Location","Action: Archive a card.","”This place takes the idea of losingyourself in a book to a whole new level.” – Doc Bookton"
"Lifeward","Dis","CALL_OF_THE_ARCHONS – 077 | AGE_OF_ASCENSION – 076","2.5","0","1","0","0","0","0","0","1.5","0","0","1","0","0","17297","14886","[object Object]","returnsEnemyCreaturesToHand – 2 – anyHouse","Power","Omni: Sacrifice Lifeward. Your opponent cannot play creatureson their next turn.",""
"Old Yurk","Dis","AGE_OF_ASCENSION – 077","1.9","0","0","0","0","0","5","1","0","0","0","0","5","0","4629","4925","[object Object] | [object Object]","","Demon","Play: Choose and discard 2 cards from your hand.","”As they get older, they get meaner.” – Iona, Demonologist"
"Pain Reaction","Dis","AGE_OF_ASCENSION – 078","1.75","0","1","0","0","0.75","0","0","0","0","0","1","0","0","4921","4922","[object Object] | [object Object]","","","Play: Deal 2D to an enemy creature. If this damage destroys that creature, deal 2D to each of that creature’s neighbors.",""
"Sacrificial Altar","Dis","CALL_OF_THE_ARCHONS – 078","1","0","1","0","0","0","0","0","0","0","0","1","0","0","2490","2204","[object Object] | [object Object]","human – 2 – anyHouse","Location","Action: Purge a friendly Human creature from play. If you do, play a creature from your discard pile.",""
"Screaming Cave","Dis","CALL_OF_THE_ARCHONS – 079","1","0","0","0","0","0","0","1","0","0","0","0","0","0","3083","2785","[object Object]","","Location","Action: Shuffle your hand and discard pile into your deck.","”Was that you, or the cave?” - Captain<nonbreak>Val<nonbreak>Jericho"
"Silver Key Imp","Dis","AGE_OF_ASCENSION – 081","1.3","0.5","0","0","0","0","4","0","0","0","0","0","2","0","1527","1587","[object Object]","","Imp","Elusive. (The first time this creature is attacked each turn, no damage is dealt.)Players cannot forge their second key.",""
"Drumble","Dis","CALL_OF_THE_ARCHONS – 082","2.3","1.5","0","0","0","0","4","0","0","0","0","0","2","0","11923","10594","[object Object] | [object Object]","protectsCreatures – 2 – anyHouse | increasesKeyCost – 2 – anyHouse","Imp","Elusive. (The first time this creature is attacked each turn, no damage is dealt.)Play: If your opponent has 7<A> or more, capture all of it.",""
"Skullion","Dis","AGE_OF_ASCENSION – 082","0.9","0","0","0","0","0","5","0","0","0","0","0","7","2","4315","4545","[object Object]","","Demon","Play: Sacrifice a friendly creature.","“Staying with the Skullions.” – Crucible slang for death"
"Soulkeeper","Dis","AGE_OF_ASCENSION – 083","1.5","0","1","0","0","0.5","0","0","0","0","0","1","0","0","4645","4536","[object Object]","","","This creature gains, “Destroyed: Destroy the most powerful enemy creature.”",""
"Eater of the Dead","Dis","CALL_OF_THE_ARCHONS – 084 | AGE_OF_ASCENSION – 091","0.8","0","0","0","0","0","4","0","0","0","0","0","4","0","4303","4141","","","Demon","Fight/Reap: Purge a creature from a discard pile. If you do, put a +1 power counter on Eater of the Dead.",""
"Spyyyder","Dis","AGE_OF_ASCENSION – 084","0.9500000000000001","0","0","0","0","0.25","3","0","0","0","0","0","2","0","4471","4623","[object Object] | [object Object]","","Demon","Skirmish. (When you use this creature to fight, it is dealt no damage in return.)Spyyyder gains poison while attacking an enemy flank creature.",""
"Ember Imp","Dis","CALL_OF_THE_ARCHONS – 085","2.35","0","0","0","0","0","2","0","1.75","0","0","0","2","0","31050","26790","","protectsCreatures – 2 – anyHouse | highTotalCreaturePower – 2 – anyHouse | lowTotalCreaturePower – -1 – anyHouse","Imp","Your opponent cannot play more than 2 cards each turn.",""
"Gabos Longarms","Dis","CALL_OF_THE_ARCHONS – 086","1.4","0","0","0","0","0.5","5","0","0","0","0","0","5","0","3116","2701","","","Demon","Before Fight: Choose a creature. Gabos Longarms deals damage to that creature rather than the one it is fighting.",""
"A Fair Game","Dis","CALL_OF_THE_ARCHONS – 053 | AGE_OF_ASCENSION – 087","2","0","2","0","0","0","0","0","0","0","0","0","0","0","4377","4207","[object Object]","revealsTopDeck – 2 – anyHouse","","Play: Discard the top card of your opponent’s deck and reveal their hand. You gain 1A for each card of the discarded card’s house revealed this way. Your opponent repeats the preceding effect on you.",""
"Ancient Yurk","Dis","AGE_OF_ASCENSION – 088","1.5","0","0","0","0","0","6","0.5","0","0","0","0","6","0","1485","1535","[object Object] | [object Object]","","Demon","Play: Choose and discard 3 cards from your hand.","“I no longer know who serves whom.” – Iona, Demonologist"
"Guardian Demon","Dis","CALL_OF_THE_ARCHONS – 088","1.3","0","0","0","0","0.5","4","0","0","0","0","0","4","0","10846","9463","[object Object] | [object Object] | [object Object]","","Demon","Play/Fight/Reap: Heal up to 2 damage from a creature. Deal that amount of damage to another creature.",""
"Master of 1","Dis","CALL_OF_THE_ARCHONS – 089","1.05","0","0","0","0","0.25","4","0","0","0","0","0","4","0","1130","1073","[object Object]","","Demon","Reap: You may destroy a creature with 1 power.","The first sin is fear."
